Datetime,Hashrate
2025-07-10 01:00:00,4.992
2025-07-10 02:00:00,4.902
2025-07-10 03:00:00,4.921
2025-07-10 04:00:00,4.973
2025-07-10 05:00:00,5.038
2025-07-10 06:00:00,5.054
2025-07-10 07:00:00,5.115
2025-07-10 08:00:00,5.142
2025-07-10 09:00:00,5.096
2025-07-10 10:00:00,5.074
2025-07-10 11:00:00,5.203
2025-07-10 12:00:00,5.139
2025-07-10 13:00:00,5.094
2025-07-10 14:00:00,5.104
2025-07-10 15:00:00,5.073
2025-07-10 16:00:00,5.052
2025-07-10 17:00:00,5.081
2025-07-10 18:00:00,5.029
2025-07-10 19:00:00,5.100
2025-07-10 20:00:00,5.045
2025-07-10 21:00:00,5.164
2025-07-10 22:00:00,5.149
2025-07-10 23:00:00,5.146
2025-07-11 00:00:00,5.163
2025-07-11 01:00:00,5.271
2025-07-11 02:00:00,5.257
2025-07-11 03:00:00,5.188
2025-07-11 04:00:00,5.178
2025-07-11 05:00:00,5.224
2025-07-11 06:00:00,5.297
2025-07-11 07:00:00,5.181
2025-07-11 08:00:00,5.235
2025-07-11 09:00:00,5.228
2025-07-11 10:00:00,5.233
2025-07-11 11:00:00,5.201
2025-07-11 12:00:00,5.271
2025-07-11 13:00:00,5.237
2025-07-11 14:00:00,5.263
2025-07-11 15:00:00,5.290
2025-07-11 16:00:00,5.271
2025-07-11 17:00:00,5.279
2025-07-11 18:00:00,5.341
2025-07-11 19:00:00,5.285
2025-07-11 20:00:00,5.380
2025-07-11 21:00:00,5.340
2025-07-11 22:00:00,5.340
2025-07-11 23:00:00,5.256
2025-07-12 00:00:00,5.257
2025-07-12 01:00:00,5.124
2025-07-12 02:00:00,5.118
2025-07-12 03:00:00,5.144
2025-07-12 04:00:00,5.236
2025-07-12 05:00:00,5.128
2025-07-12 06:00:00,5.071
2025-07-12 07:00:00,5.188
2025-07-12 08:00:00,5.197
2025-07-12 09:00:00,5.231
2025-07-12 10:00:00,5.237
2025-07-12 11:00:00,5.202
2025-07-12 12:00:00,5.068
2025-07-12 13:00:00,5.029
2025-07-12 14:00:00,5.134
2025-07-12 15:00:00,5.088
2025-07-12 16:00:00,5.063
2025-07-12 17:00:00,4.975
2025-07-12 18:00:00,5.038
2025-07-12 19:00:00,5.169
2025-07-12 20:00:00,5.317
2025-07-12 21:00:00,5.323
2025-07-12 22:00:00,5.304
2025-07-12 23:00:00,5.372
2025-07-13 00:00:00,5.545
2025-07-13 01:00:00,5.622
2025-07-13 02:00:00,5.550
2025-07-13 03:00:00,5.507
2025-07-13 04:00:00,5.485
2025-07-13 05:00:00,5.531
2025-07-13 06:00:00,5.506
2025-07-13 07:00:00,5.605
2025-07-13 08:00:00,5.599
2025-07-13 09:00:00,5.475
2025-07-13 10:00:00,5.478
2025-07-13 11:00:00,5.481
2025-07-13 12:00:00,5.443
2025-07-13 13:00:00,5.472
2025-07-13 14:00:00,5.542
2025-07-13 15:00:00,5.460
2025-07-13 16:00:00,5.423
2025-07-13 17:00:00,5.394
2025-07-13 18:00:00,5.305
2025-07-13 19:00:00,5.397
2025-07-13 20:00:00,5.347
2025-07-13 21:00:00,5.228
2025-07-13 22:00:00,5.240
2025-07-13 23:00:00,5.172
2025-07-14 00:00:00,5.221
2025-07-14 01:00:00,5.238
2025-07-14 02:00:00,5.183
2025-07-14 03:00:00,5.195
2025-07-14 04:00:00,5.149
2025-07-14 05:00:00,5.265
2025-07-14 06:00:00,5.245
2025-07-14 07:00:00,5.241
2025-07-14 08:00:00,5.289
2025-07-14 09:00:00,5.189
2025-07-14 10:00:00,5.207
2025-07-14 11:00:00,5.151
2025-07-14 12:00:00,5.218
2025-07-14 13:00:00,5.229
2025-07-14 14:00:00,5.253
2025-07-14 15:00:00,5.194
2025-07-14 16:00:00,5.315
2025-07-14 17:00:00,5.368
2025-07-14 18:00:00,5.507
2025-07-14 19:00:00,5.406
2025-07-14 20:00:00,5.403
2025-07-14 21:00:00,5.408
2025-07-14 22:00:00,5.452
2025-07-14 23:00:00,5.487
2025-07-15 00:00:00,5.573
2025-07-15 01:00:00,5.602
2025-07-15 02:00:00,5.655
2025-07-15 03:00:00,5.604
2025-07-15 04:00:00,5.576
2025-07-15 05:00:00,5.567
2025-07-15 06:00:00,5.680
2025-07-15 07:00:00,5.644
2025-07-15 08:00:00,5.701
2025-07-15 09:00:00,5.611
2025-07-15 10:00:00,5.701
2025-07-15 11:00:00,5.666
2025-07-15 12:00:00,5.546
2025-07-15 13:00:00,5.506
2025-07-15 14:00:00,5.482
2025-07-15 15:00:00,5.528
2025-07-15 16:00:00,5.579
2025-07-15 17:00:00,5.519
2025-07-15 18:00:00,5.552
2025-07-15 19:00:00,5.401
2025-07-15 20:00:00,5.451
2025-07-15 21:00:00,5.361
2025-07-15 22:00:00,5.272
2025-07-15 23:00:00,5.228
2025-07-16 00:00:00,5.360
2025-07-16 01:00:00,5.392
2025-07-16 02:00:00,5.430
2025-07-16 03:00:00,5.479
2025-07-16 04:00:00,5.324
2025-07-16 05:00:00,5.407
2025-07-16 06:00:00,5.361
2025-07-16 07:00:00,5.369
2025-07-16 08:00:00,5.416
2025-07-16 09:00:00,5.402
2025-07-16 10:00:00,5.366
2025-07-16 11:00:00,5.344
2025-07-16 12:00:00,5.295
2025-07-16 13:00:00,5.300
2025-07-16 14:00:00,5.364
2025-07-16 15:00:00,5.394
2025-07-16 16:00:00,5.363
2025-07-16 17:00:00,5.296
2025-07-16 18:00:00,5.336
2025-07-16 19:00:00,5.381
2025-07-16 20:00:00,5.364
2025-07-16 21:00:00,5.386
2025-07-16 22:00:00,5.456
2025-07-16 23:00:00,5.401
2025-07-17 00:00:00,5.432
2025-07-17 01:00:00,5.420
2025-07-17 02:00:00,5.389
2025-07-17 03:00:00,5.403
2025-07-17 04:00:00,5.396
2025-07-17 05:00:00,5.385
2025-07-17 06:00:00,5.443
2025-07-17 07:00:00,5.331
2025-07-17 08:00:00,5.370
2025-07-17 09:00:00,5.290
2025-07-17 10:00:00,5.337
2025-07-17 11:00:00,5.388
2025-07-17 12:00:00,5.424
2025-07-17 13:00:00,5.431
2025-07-17 14:00:00,5.483
2025-07-17 15:00:00,5.498
2025-07-17 16:00:00,5.479
2025-07-17 17:00:00,5.403
2025-07-17 18:00:00,5.269
2025-07-17 19:00:00,5.271
2025-07-17 20:00:00,5.361
2025-07-17 21:00:00,5.368
2025-07-17 22:00:00,5.394
2025-07-17 23:00:00,5.434
2025-07-18 00:00:00,5.438
2025-07-18 01:00:00,5.454
2025-07-18 02:00:00,5.415
2025-07-18 03:00:00,5.626
2025-07-18 04:00:00,5.538
2025-07-18 05:00:00,5.577
2025-07-18 06:00:00,5.444
2025-07-18 07:00:00,5.514
2025-07-18 08:00:00,5.551
2025-07-18 09:00:00,5.588
2025-07-18 10:00:00,5.604
2025-07-18 11:00:00,5.629
2025-07-18 12:00:00,5.669
2025-07-18 13:00:00,5.582
2025-07-18 14:00:00,5.584
2025-07-18 15:00:00,5.508
2025-07-18 16:00:00,5.333
2025-07-18 17:00:00,5.253
2025-07-18 18:00:00,5.183
2025-07-18 19:00:00,5.199
2025-07-18 20:00:00,5.099
2025-07-18 21:00:00,5.009
2025-07-18 22:00:00,4.944
2025-07-18 23:00:00,4.920
2025-07-19 00:00:00,4.897
2025-07-19 01:00:00,4.915
2025-07-19 02:00:00,4.905
2025-07-19 03:00:00,4.908
2025-07-19 04:00:00,4.964
2025-07-19 05:00:00,4.966
2025-07-19 06:00:00,4.879
2025-07-19 07:00:00,4.836
2025-07-19 08:00:00,4.767
2025-07-19 09:00:00,4.632
2025-07-19 10:00:00,4.697
2025-07-19 11:00:00,4.629
2025-07-19 12:00:00,4.718
2025-07-19 13:00:00,4.766
2025-07-19 14:00:00,4.776
2025-07-19 15:00:00,4.728
2025-07-19 16:00:00,4.774
2025-07-19 17:00:00,4.829
2025-07-19 18:00:00,4.878
2025-07-19 19:00:00,4.972
2025-07-19 20:00:00,5.008
2025-07-19 21:00:00,4.941
2025-07-19 22:00:00,5.001
2025-07-19 23:00:00,4.949
2025-07-20 00:00:00,4.916
2025-07-20 01:00:00,4.928
2025-07-20 02:00:00,4.974
2025-07-20 03:00:00,5.098
2025-07-20 04:00:00,5.139
2025-07-20 05:00:00,5.334
2025-07-20 06:00:00,5.341
2025-07-20 07:00:00,5.507
2025-07-20 08:00:00,5.744
2025-07-20 09:00:00,5.584
2025-07-20 10:00:00,5.717
2025-07-20 11:00:00,5.768
2025-07-20 12:00:00,5.792
2025-07-20 13:00:00,5.786
2025-07-20 14:00:00,5.797
2025-07-20 15:00:00,5.884
2025-07-20 16:00:00,5.932
2025-07-20 17:00:00,5.983
2025-07-20 18:00:00,5.914
2025-07-20 19:00:00,6.092
2025-07-20 20:00:00,6.042
2025-07-20 21:00:00,6.005
2025-07-20 22:00:00,6.055
2025-07-20 23:00:00,6.021
2025-07-21 00:00:00,6.032
2025-07-21 01:00:00,5.961
2025-07-21 02:00:00,5.933
2025-07-21 03:00:00,5.718
2025-07-21 04:00:00,5.672
2025-07-21 05:00:00,5.562
2025-07-21 06:00:00,5.523
2025-07-21 07:00:00,5.499
2025-07-21 08:00:00,5.333
2025-07-21 09:00:00,5.351
2025-07-21 10:00:00,5.329
2025-07-21 11:00:00,5.277
2025-07-21 12:00:00,5.276
2025-07-21 13:00:00,5.267
2025-07-21 14:00:00,5.168
2025-07-21 15:00:00,5.100
2025-07-21 16:00:00,5.065
2025-07-21 17:00:00,5.064
2025-07-21 18:00:00,5.010
2025-07-21 19:00:00,4.952
2025-07-21 20:00:00,4.985
2025-07-21 21:00:00,5.012
2025-07-21 22:00:00,5.104
2025-07-21 23:00:00,5.195
2025-07-22 00:00:00,5.233
2025-07-22 01:00:00,5.333
2025-07-22 02:00:00,5.329
2025-07-22 03:00:00,5.353
2025-07-22 04:00:00,5.385
2025-07-22 05:00:00,5.320
2025-07-22 06:00:00,5.316
2025-07-22 07:00:00,5.193
2025-07-22 08:00:00,5.207
2025-07-22 09:00:00,5.091
2025-07-22 10:00:00,5.150
2025-07-22 11:00:00,5.197
2025-07-22 12:00:00,5.193
2025-07-22 13:00:00,5.192
2025-07-22 14:00:00,5.204
2025-07-22 15:00:00,5.199
2025-07-22 16:00:00,5.228
2025-07-22 17:00:00,5.105
2025-07-22 18:00:00,5.084
2025-07-22 19:00:00,5.047
2025-07-22 20:00:00,4.948
2025-07-22 21:00:00,4.979
2025-07-22 22:00:00,4.869
2025-07-22 23:00:00,4.824
2025-07-23 00:00:00,4.835
2025-07-23 01:00:00,4.863
2025-07-23 02:00:00,4.867
2025-07-23 03:00:00,4.931
2025-07-23 04:00:00,4.934
2025-07-23 05:00:00,5.037
2025-07-23 06:00:00,5.007
2025-07-23 07:00:00,4.948
2025-07-23 08:00:00,4.910
2025-07-23 09:00:00,4.895
2025-07-23 10:00:00,4.964
2025-07-23 11:00:00,4.975
2025-07-23 12:00:00,4.927
2025-07-23 13:00:00,4.940
2025-07-23 14:00:00,4.998
2025-07-23 15:00:00,5.028
2025-07-23 16:00:00,5.042
2025-07-23 17:00:00,4.989
2025-07-23 18:00:00,5.136
2025-07-23 19:00:00,5.135
2025-07-23 20:00:00,5.179
2025-07-23 21:00:00,5.141
2025-07-23 22:00:00,5.144
2025-07-23 23:00:00,5.083
2025-07-24 00:00:00,5.101
2025-07-24 01:00:00,5.095
2025-07-24 02:00:00,5.179
2025-07-24 03:00:00,5.142
2025-07-24 04:00:00,5.136
2025-07-24 05:00:00,5.124
2025-07-24 06:00:00,5.097
2025-07-24 07:00:00,5.093
2025-07-24 08:00:00,5.073
2025-07-24 09:00:00,5.108
2025-07-24 10:00:00,5.086
2025-07-24 11:00:00,5.081
2025-07-24 12:00:00,4.940
2025-07-24 13:00:00,4.997
2025-07-24 14:00:00,4.994
2025-07-24 15:00:00,5.030
2025-07-24 16:00:00,4.974
2025-07-24 17:00:00,4.919
2025-07-24 18:00:00,4.901
2025-07-24 19:00:00,4.874
2025-07-24 20:00:00,4.868
2025-07-24 21:00:00,4.772
2025-07-24 22:00:00,4.808
2025-07-24 23:00:00,4.792
2025-07-25 00:00:00,4.848
2025-07-25 01:00:00,4.777
2025-07-25 02:00:00,4.710
2025-07-25 03:00:00,4.656
2025-07-25 04:00:00,4.580
2025-07-25 05:00:00,4.610
2025-07-25 06:00:00,4.624
2025-07-25 07:00:00,4.655
2025-07-25 08:00:00,4.621
2025-07-25 09:00:00,4.747
2025-07-25 10:00:00,4.765
2025-07-25 11:00:00,4.668
2025-07-25 12:00:00,4.851
2025-07-25 13:00:00,4.852
2025-07-25 14:00:00,4.880
2025-07-25 15:00:00,4.846
2025-07-25 16:00:00,4.939
2025-07-25 17:00:00,4.849
2025-07-25 18:00:00,4.846
2025-07-25 19:00:00,4.867
2025-07-25 20:00:00,4.929
2025-07-25 21:00:00,5.012
2025-07-25 22:00:00,5.089
2025-07-25 23:00:00,5.084
2025-07-26 00:00:00,5.101
2025-07-26 01:00:00,5.077
2025-07-26 02:00:00,5.021
2025-07-26 03:00:00,5.116
2025-07-26 04:00:00,5.098
2025-07-26 05:00:00,5.136
2025-07-26 06:00:00,5.188
2025-07-26 07:00:00,5.145
2025-07-26 08:00:00,5.045
2025-07-26 09:00:00,5.136
2025-07-26 10:00:00,5.229
2025-07-26 11:00:00,5.276
2025-07-26 12:00:00,5.401
2025-07-26 13:00:00,5.293
2025-07-26 14:00:00,5.354
2025-07-26 15:00:00,5.357
2025-07-26 16:00:00,5.507
2025-07-26 17:00:00,5.645
2025-07-26 18:00:00,5.630
2025-07-26 19:00:00,5.710
2025-07-26 20:00:00,5.764
2025-07-26 21:00:00,5.917
2025-07-26 22:00:00,5.829
2025-07-26 23:00:00,5.773
2025-07-27 00:00:00,5.726
2025-07-27 01:00:00,5.834
2025-07-27 02:00:00,5.926
2025-07-27 03:00:00,5.907
2025-07-27 04:00:00,5.950
2025-07-27 05:00:00,5.934
2025-07-27 06:00:00,5.846
2025-07-27 07:00:00,5.978
2025-07-27 08:00:00,6.008
2025-07-27 09:00:00,6.140
2025-07-27 10:00:00,6.153
2025-07-27 11:00:00,6.124
2025-07-27 12:00:00,6.076
2025-07-27 13:00:00,6.066
2025-07-27 14:00:00,5.951
2025-07-27 15:00:00,5.939
2025-07-27 16:00:00,5.903
2025-07-27 17:00:00,5.849
2025-07-27 18:00:00,5.911
2025-07-27 19:00:00,5.856
2025-07-27 20:00:00,5.834
2025-07-27 21:00:00,5.885
2025-07-27 22:00:00,5.807
2025-07-27 23:00:00,5.830
2025-07-28 00:00:00,5.780
2025-07-28 01:00:00,5.715
2025-07-28 02:00:00,5.695
2025-07-28 03:00:00,5.607
2025-07-28 04:00:00,5.643
2025-07-28 05:00:00,5.588
2025-07-28 06:00:00,5.597
2025-07-28 07:00:00,5.579
2025-07-28 08:00:00,5.541
2025-07-28 09:00:00,5.417
2025-07-28 10:00:00,5.409
2025-07-28 11:00:00,5.323
2025-07-28 12:00:00,5.278
2025-07-28 13:00:00,5.256
2025-07-28 14:00:00,5.345
2025-07-28 15:00:00,5.340
2025-07-28 16:00:00,5.361
2025-07-28 17:00:00,5.342
2025-07-28 18:00:00,5.342
2025-07-28 19:00:00,5.320
2025-07-28 20:00:00,5.365
2025-07-28 21:00:00,5.267
2025-07-28 22:00:00,5.187
2025-07-28 23:00:00,5.240
2025-07-29 00:00:00,5.266
2025-07-29 01:00:00,5.223
2025-07-29 02:00:00,5.254
2025-07-29 03:00:00,5.062
2025-07-29 04:00:00,5.013
2025-07-29 05:00:00,5.099
2025-07-29 06:00:00,5.078
2025-07-29 07:00:00,5.105
2025-07-29 08:00:00,5.083
2025-07-29 09:00:00,5.079
2025-07-29 10:00:00,5.049
2025-07-29 11:00:00,5.001
2025-07-29 12:00:00,5.026
2025-07-29 13:00:00,4.969
2025-07-29 14:00:00,4.938
2025-07-29 15:00:00,4.955
2025-07-29 16:00:00,4.984
2025-07-29 17:00:00,5.001
2025-07-29 18:00:00,5.040
2025-07-29 19:00:00,5.036
2025-07-29 20:00:00,4.974
2025-07-29 21:00:00,5.021
2025-07-29 22:00:00,4.982
2025-07-29 23:00:00,5.057
2025-07-30 00:00:00,5.085
2025-07-30 01:00:00,5.043
2025-07-30 02:00:00,5.083
2025-07-30 03:00:00,5.095
2025-07-30 04:00:00,5.158
2025-07-30 05:00:00,5.063
2025-07-30 06:00:00,5.080
2025-07-30 07:00:00,5.079
2025-07-30 08:00:00,5.100
2025-07-30 09:00:00,5.162
2025-07-30 10:00:00,5.149
2025-07-30 11:00:00,5.156
2025-07-30 12:00:00,5.149
2025-07-30 13:00:00,5.107
2025-07-30 14:00:00,5.176
2025-07-30 15:00:00,5.235
2025-07-30 16:00:00,5.232
2025-07-30 17:00:00,5.306
2025-07-30 18:00:00,5.499
2025-07-30 19:00:00,5.517
2025-07-30 20:00:00,5.500
2025-07-30 21:00:00,5.468
2025-07-30 22:00:00,5.545
2025-07-30 23:00:00,5.499
2025-07-31 00:00:00,5.532
2025-07-31 01:00:00,5.462
2025-07-31 02:00:00,5.463
2025-07-31 03:00:00,5.432
2025-07-31 04:00:00,5.567
2025-07-31 05:00:00,5.506
2025-07-31 06:00:00,5.473
2025-07-31 07:00:00,5.487
2025-07-31 08:00:00,5.535
2025-07-31 09:00:00,5.562
2025-07-31 10:00:00,5.510
2025-07-31 11:00:00,5.418
2025-07-31 12:00:00,5.425
2025-07-31 13:00:00,5.365
2025-07-31 14:00:00,5.318
2025-07-31 15:00:00,5.294
2025-07-31 16:00:00,5.312
2025-07-31 17:00:00,5.339
2025-07-31 18:00:00,5.343
2025-07-31 19:00:00,5.272
2025-07-31 20:00:00,5.327
2025-07-31 21:00:00,5.337
2025-07-31 22:00:00,5.386
2025-07-31 23:00:00,5.412
2025-08-01 00:00:00,5.436
2025-08-01 01:00:00,5.509
2025-08-01 02:00:00,5.495
2025-08-01 03:00:00,5.487
2025-08-01 04:00:00,5.463
2025-08-01 05:00:00,5.410
2025-08-01 06:00:00,5.442
2025-08-01 07:00:00,5.479
2025-08-01 08:00:00,5.372
2025-08-01 09:00:00,5.503
2025-08-01 10:00:00,5.543
2025-08-01 11:00:00,5.409
2025-08-01 12:00:00,5.336
2025-08-01 13:00:00,5.295
2025-08-01 14:00:00,5.275
2025-08-01 15:00:00,5.207
2025-08-01 16:00:00,5.218
2025-08-01 17:00:00,5.245
2025-08-01 18:00:00,5.329
2025-08-01 19:00:00,5.179
2025-08-01 20:00:00,5.161
2025-08-01 21:00:00,5.063
2025-08-01 22:00:00,5.030
2025-08-01 23:00:00,4.982
2025-08-02 00:00:00,5.026
2025-08-02 01:00:00,4.980
2025-08-02 02:00:00,5.016
2025-08-02 03:00:00,5.019
2025-08-02 04:00:00,5.036
2025-08-02 05:00:00,4.968
2025-08-02 06:00:00,4.999
2025-08-02 07:00:00,5.121
2025-08-02 08:00:00,5.259
2025-08-02 09:00:00,5.311
2025-08-02 10:00:00,5.261
2025-08-02 11:00:00,5.347
2025-08-02 12:00:00,5.332
2025-08-02 13:00:00,5.257
2025-08-02 14:00:00,5.324
2025-08-02 15:00:00,5.411
2025-08-02 16:00:00,5.495
2025-08-02 17:00:00,5.507
2025-08-02 18:00:00,5.517
2025-08-02 19:00:00,5.572
2025-08-02 20:00:00,5.658
2025-08-02 21:00:00,5.697
2025-08-02 22:00:00,5.780
2025-08-02 23:00:00,5.789
2025-08-03 00:00:00,5.950
2025-08-03 01:00:00,5.917
2025-08-03 02:00:00,5.926
2025-08-03 03:00:00,5.776
2025-08-03 04:00:00,5.758
2025-08-03 05:00:00,5.844
2025-08-03 06:00:00,5.844
2025-08-03 07:00:00,5.791
2025-08-03 08:00:00,5.934
2025-08-03 09:00:00,5.899
2025-08-03 10:00:00,5.850
2025-08-03 11:00:00,5.596
2025-08-03 12:00:00,5.631
2025-08-03 13:00:00,5.693
2025-08-03 14:00:00,5.873
2025-08-03 15:00:00,5.765
2025-08-03 16:00:00,5.750
2025-08-03 17:00:00,5.734
2025-08-03 18:00:00,5.709
2025-08-03 19:00:00,5.695
2025-08-03 20:00:00,5.777
2025-08-03 21:00:00,5.660
2025-08-03 22:00:00,5.662
2025-08-03 23:00:00,5.583
2025-08-04 00:00:00,5.555
2025-08-04 01:00:00,5.539
2025-08-04 02:00:00,5.560
2025-08-04 03:00:00,5.546
2025-08-04 04:00:00,5.546
2025-08-04 05:00:00,5.667
2025-08-04 06:00:00,5.732
2025-08-04 07:00:00,5.800
2025-08-04 08:00:00,5.776
2025-08-04 09:00:00,5.715
2025-08-04 10:00:00,5.644
2025-08-04 11:00:00,5.703
2025-08-04 12:00:00,5.587
2025-08-04 13:00:00,5.405
2025-08-04 14:00:00,5.351
2025-08-04 15:00:00,5.357
2025-08-04 16:00:00,5.339
2025-08-04 17:00:00,5.384
2025-08-04 18:00:00,5.441
2025-08-04 19:00:00,5.517
2025-08-04 20:00:00,5.601
2025-08-04 21:00:00,5.588
2025-08-04 22:00:00,5.576
2025-08-04 23:00:00,5.554
2025-08-05 00:00:00,5.496
2025-08-05 01:00:00,5.566
2025-08-05 02:00:00,5.468
2025-08-05 03:00:00,5.436
2025-08-05 04:00:00,5.436
2025-08-05 05:00:00,5.414
2025-08-05 06:00:00,5.378
2025-08-05 07:00:00,5.268
2025-08-05 08:00:00,5.340
2025-08-05 09:00:00,5.470
2025-08-05 10:00:00,5.468
2025-08-05 11:00:00,5.518
2025-08-05 12:00:00,5.435
2025-08-05 13:00:00,5.332
2025-08-05 14:00:00,5.272
2025-08-05 15:00:00,5.243
2025-08-05 16:00:00,5.211
2025-08-05 17:00:00,5.128
2025-08-05 18:00:00,5.099
2025-08-05 19:00:00,5.140
2025-08-05 20:00:00,5.082
2025-08-05 21:00:00,5.184
2025-08-05 22:00:00,5.093
2025-08-05 23:00:00,5.086
2025-08-06 00:00:00,5.140
2025-08-06 01:00:00,5.085
2025-08-06 02:00:00,5.118
2025-08-06 03:00:00,5.132
2025-08-06 04:00:00,5.195
2025-08-06 05:00:00,5.198
2025-08-06 06:00:00,5.137
2025-08-06 07:00:00,5.144
2025-08-06 08:00:00,5.029
2025-08-06 09:00:00,4.946
2025-08-06 10:00:00,4.977
2025-08-06 11:00:00,4.971
2025-08-06 12:00:00,4.897
2025-08-06 13:00:00,4.886
2025-08-06 14:00:00,4.836
2025-08-06 15:00:00,4.853
2025-08-06 16:00:00,4.820
2025-08-06 17:00:00,4.915
2025-08-06 18:00:00,4.814
2025-08-06 19:00:00,4.823
2025-08-06 20:00:00,4.870
2025-08-06 21:00:00,4.879
2025-08-06 22:00:00,4.951
2025-08-06 23:00:00,4.898
2025-08-07 00:00:00,4.943
2025-08-07 01:00:00,4.941
2025-08-07 02:00:00,4.946
2025-08-07 03:00:00,5.070
2025-08-07 04:00:00,5.141
2025-08-07 05:00:00,5.215
2025-08-07 06:00:00,5.255
2025-08-07 07:00:00,5.308
2025-08-07 08:00:00,5.408
2025-08-07 09:00:00,5.352
2025-08-07 10:00:00,5.424
2025-08-07 11:00:00,5.391
2025-08-07 12:00:00,5.537
2025-08-07 13:00:00,5.552
2025-08-07 14:00:00,5.579
2025-08-07 15:00:00,5.527
2025-08-07 16:00:00,5.512
2025-08-07 17:00:00,5.473
2025-08-07 18:00:00,5.584
2025-08-07 19:00:00,5.548
2025-08-07 20:00:00,5.686
2025-08-07 21:00:00,5.612
2025-08-07 22:00:00,5.647
2025-08-07 23:00:00,5.759
2025-08-08 00:00:00,5.765
2025-08-08 01:00:00,5.866
2025-08-08 02:00:00,5.915
2025-08-08 03:00:00,5.982
2025-08-08 04:00:00,5.960
2025-08-08 05:00:00,5.925
2025-08-08 06:00:00,5.981
2025-08-08 07:00:00,6.070
2025-08-08 08:00:00,5.988
2025-08-08 09:00:00,6.044
2025-08-08 10:00:00,6.111
2025-08-08 11:00:00,6.160
2025-08-08 12:00:00,6.150
2025-08-08 13:00:00,6.038
2025-08-08 14:00:00,6.091
2025-08-08 15:00:00,6.066
2025-08-08 16:00:00,6.030
2025-08-08 17:00:00,5.875
2025-08-08 18:00:00,5.926
2025-08-08 19:00:00,5.883
2025-08-08 20:00:00,5.766
2025-08-08 21:00:00,5.695
2025-08-08 22:00:00,5.668
2025-08-08 23:00:00,5.521
2025-08-09 00:00:00,5.515
2025-08-09 01:00:00,5.452
2025-08-09 02:00:00,5.477
2025-08-09 03:00:00,5.380
2025-08-09 04:00:00,5.284
2025-08-09 05:00:00,5.193
2025-08-09 06:00:00,5.242
2025-08-09 07:00:00,5.259
2025-08-09 08:00:00,5.172
2025-08-09 09:00:00,5.218
2025-08-09 10:00:00,5.204
2025-08-09 11:00:00,5.206
2025-08-09 12:00:00,5.119
2025-08-09 13:00:00,5.166
2025-08-09 14:00:00,5.237
2025-08-09 15:00:00,5.274
2025-08-09 16:00:00,5.382
2025-08-09 17:00:00,5.475
2025-08-09 18:00:00,5.577
2025-08-09 19:00:00,5.634
2025-08-09 20:00:00,5.606
2025-08-09 21:00:00,5.750
2025-08-09 22:00:00,5.855
2025-08-09 23:00:00,5.937
2025-08-10 00:00:00,5.964
2025-08-10 01:00:00,5.990
2025-08-10 02:00:00,5.916
2025-08-10 03:00:00,5.932
2025-08-10 04:00:00,6.007
2025-08-10 05:00:00,6.082
2025-08-10 06:00:00,6.232
2025-08-10 07:00:00,6.082
2025-08-10 08:00:00,6.256
2025-08-10 09:00:00,6.192
2025-08-10 10:00:00,6.164
2025-08-10 11:00:00,6.158
2025-08-10 12:00:00,6.067
2025-08-10 13:00:00,6.207
2025-08-10 14:00:00,6.104
2025-08-10 15:00:00,6.115
2025-08-10 16:00:00,6.101
2025-08-10 17:00:00,5.984
2025-08-10 18:00:00,5.851
2025-08-10 19:00:00,5.771
2025-08-10 20:00:00,5.762
2025-08-10 21:00:00,5.703
2025-08-10 22:00:00,5.626
2025-08-10 23:00:00,5.456
2025-08-11 00:00:00,5.442
2025-08-11 01:00:00,5.469
2025-08-11 02:00:00,5.413
2025-08-11 03:00:00,5.376
2025-08-11 04:00:00,5.276
2025-08-11 05:00:00,5.311
2025-08-11 06:00:00,5.323
2025-08-11 07:00:00,5.382
2025-08-11 08:00:00,5.367
2025-08-11 09:00:00,5.247
2025-08-11 10:00:00,5.307
2025-08-11 11:00:00,5.264
2025-08-11 12:00:00,5.342
2025-08-11 13:00:00,5.489
2025-08-11 14:00:00,5.516
2025-08-11 15:00:00,5.618
2025-08-11 16:00:00,5.602
2025-08-11 17:00:00,5.457
2025-08-11 18:00:00,5.427
2025-08-11 19:00:00,5.604
2025-08-11 20:00:00,5.624
2025-08-11 21:00:00,5.594
2025-08-11 22:00:00,5.536
2025-08-11 23:00:00,5.553
2025-08-12 00:00:00,5.449
2025-08-12 01:00:00,5.289
2025-08-12 02:00:00,5.253
2025-08-12 03:00:00,5.149
2025-08-12 04:00:00,5.156
2025-08-12 05:00:00,5.022
2025-08-12 06:00:00,4.980
2025-08-12 07:00:00,4.917
2025-08-12 08:00:00,4.962
2025-08-12 09:00:00,5.005
2025-08-12 10:00:00,4.977
2025-08-12 11:00:00,4.982
2025-08-12 12:00:00,5.038
2025-08-12 13:00:00,5.215
2025-08-12 14:00:00,5.275
2025-08-12 15:00:00,5.225
2025-08-12 16:00:00,5.097
2025-08-12 17:00:00,5.083
2025-08-12 18:00:00,5.109
2025-08-12 19:00:00,5.113
2025-08-12 20:00:00,5.368
2025-08-12 21:00:00,5.476
2025-08-12 22:00:00,5.399
2025-08-12 23:00:00,5.494
2025-08-13 00:00:00,5.586
2025-08-13 01:00:00,5.604
2025-08-13 02:00:00,5.621
2025-08-13 03:00:00,5.603
2025-08-13 04:00:00,5.529
2025-08-13 05:00:00,5.522
2025-08-13 06:00:00,5.483
