Date,Total
2025-07-28 00:00:00,0.1744
2025-07-30 00:00:00,0.1753
2025-07-31 00:00:00,0.1763
2025-08-02 00:00:00,0.1768
2025-08-05 00:00:00,0.1786
2025-08-06 00:00:00,0.1798
2025-08-12 00:00:00,0.1804
2025-08-13 00:00:00,0.1810
2025-08-14 00:00:00,0.1815
2025-08-19 00:00:00,0.1818
2025-08-23 00:00:00,0.1824
2025-08-24 00:00:00,0.1841
2025-08-25 00:00:00,0.1843
2025-08-26 00:00:00,0.1846
2025-08-27 00:00:00,0.1855
2025-08-29 00:00:00,0.1857
2025-08-31 00:00:00,0.1860
2025-09-01 00:00:00,0.1863
2025-09-05 00:00:00,0.1866
2025-09-06 00:00:00,0.1874
2025-09-07 00:00:00,0.1882
2025-09-10 00:00:00,0.1885
2025-09-12 00:00:00,0.1897
2025-09-13 00:00:00,0.1899
2025-09-16 00:00:00,0.1905
2025-09-17 00:00:00,0.1908
2025-09-18 00:00:00,0.1915
2025-09-20 00:00:00,0.1920
2025-09-27 00:00:00,0.1931
2025-09-28 00:00:00,0.1936
2025-09-30 00:00:00,0.1942
2025-10-01 00:00:00,0.1948
2025-10-04 00:00:00,0.1954
2025-10-05 00:00:00,0.1965
